content,label
We may suspend the eBay Money Back Guarantee in whole or in part without notice if we suspect abuse or interference with the proper working of the policy.,ter2
"We try to keep our Services safe, secure, and functioning properly, but we cannot guarantee the continuous operation of or access to our Services. Bid update and other notification functionality in eBay's applications may not occur in real time. Such functionality is subject to delays beyond eBay's control.",unc
"In addition, to the extent permitted by applicable law, we (including our parent, subsidiaries, and affiliates, and our and their officers, directors, agents and employees) are not liable, and you agree not to hold us responsible, for any damages or losses (including, but not limited to, loss of money, goodwill or reputation, profits, other intangible losses, or any special, indirect, or consequential damages) resulting directly or indirectly from: the content you provide (directly or indirectly) using the Services; your use of or your inability to use our Services; pricing, shipping, format, or other guidance provided by eBay; delays or disruptions in our Services; viruses or other malicious software obtained by accessing or linking to our Services; glitches, bugs, errors, or inaccuracies of any kind in our Services; damage to your hardware device from the use of any eBay Service; the content, actions, or inactions of third parties, including items listed using our Services or the destruction of allegedly fake items; a suspension or other action taken with respect to your account or breach of the Abusing eBay Section above; the duration or manner in which your listings appear in search results as set out in the Listing Conditions Section above; or your need to modify practices, content, or behavior, or your loss of or inability to do business, as a result of changes to this User Agreement or our policies.",ltd2
"Some jurisdictions do not allow the disclaimer of warranties or exclusion of damages, so such disclaimers and exclusions may not apply to you.",unc
PLEASE READ THIS SECTION CAREFULLY. IT AFFECTS YOUR RIGHTS AND WILL HAVE A SUBSTANTIAL IMPACT ON HOW CLAIMS YOU AND EBAY HAVE AGAINST EACH OTHER ARE RESOLVED.,unc
"You and eBay agree that any claim or dispute at law or equity that has arisen, or may arise, between you and eBay (including any claim or dispute between you and a third-party agent of eBay) that relates in any way to or arises out of this or previous versions of the eBay User Agreement, your use of or access to the Services, the actions of eBay or its agents, or any products or services sold or purchased through the Services, will be resolved in accordance with the provisions set forth in this Legal Disputes Section.",unc
"You agree that, except to the extent inconsistent with or preempted by federal law, the laws of the State of Utah, without regard to principles of conflict of laws, will govern the User Agreement and any claim or dispute that has arisen or may arise between you and eBay, except as otherwise stated in the User Agreement.",law2
"You and eBay each agree that any and all disputes or claims that have arisen, or may arise, between you and eBay (including any disputes or claims between you and a third-party agent of eBay) that relate in any way to or arise out of this or previous versions of the User Agreement, your use of or access to eBay's Services, the actions of eBay or its agents, or any products or services sold, offered, or purchased through eBay's Services shall be resolved exclusively through final and binding arbitration, rather than in court.",a2
"YOU AND EBAY AGREE THAT EACH OF US MAY BRING CLAIMS AGAINST THE OTHER ONLY ON AN INDIVIDUAL BASIS AND NOT AS A PLAINTIFF OR CLASS MEMBER IN ANY PURPORTED CLASS, OR REPRESENTATIVE OR PRIVATE ATTORNEY GENERAL ACTION OR PROCEEDING. UNLESS BOTH YOU AND EBAY AGREE OTHERWISE, THE ARBITRATOR MAY NOT CONSOLIDATE OR JOIN MORE THAN ONE PERSON'S OR PARTY'S CLAIMS, AND MAY NOT OTHERWISE PRESIDE OVER ANY FORM OF A CONSOLIDATED, REPRESENTATIVE, CLASS, OR PRIVATE ATTORNEY GENERAL ACTION OR PROCEEDING. ALSO, THE ARBITRATOR MAY AWARD RELIEF (INCLUDING MONETARY, INJUNCTIVE, AND DECLARATORY RELIEF) ONLY IN FAVOR OF THE INDIVIDUAL PARTY SEEKING RELIEF AND ONLY TO THE EXTENT NECESSARY TO PROVIDE RELIEF NECESSITATED BY THAT PARTY'S INDIVIDUAL CLAIM(S). ANY RELIEF AWARDED CANNOT AFFECT OTHER USERS. If a court decides that applicable law precludes enforcement of any of this paragraph's limitations as to a particular claim for relief, then that claim (and only that claim) must be severed from the arbitration and may be brought in court, subject to your and eBay's right to appeal the court's decision. All other claims will be arbitrated.",unc
"Arbitration is more informal than a lawsuit in court. Arbitration uses a neutral arbitrator instead of a judge or jury, and court review of an arbitration award is very limited. However, an arbitrator can award the same damages and relief on an individual basis that a court can award to an individual. An arbitrator should apply the terms of the User Agreement as a court would. All issues are for the arbitrator to decide, except that issues relating to arbitrability, the scope or enforceability of this Agreement to Arbitrate, or the interpretation of Section 1 of this Agreement to Arbitrate (""Prohibition of Class and Representative Actions and Non-Individualized Relief""), shall be for a court of competent jurisdiction to decide.",unc
"The arbitration will be conducted by the American Arbitration Association (""AAA"") under its rules and procedures, including the AAA's Consumer Arbitration Rules (as applicable), as modified by this Agreement to Arbitrate. The AAA's rules are available at www.adr.org or by calling the AAA at 1-800-778-7879. The use of the word ""arbitrator"" in this provision shall not be construed to prohibit more than one arbitrator from presiding over an arbitration; rather, the AAA's rules will govern the number of arbitrators that may preside over an arbitration conducted under this Agreement to Arbitrate.",unc
"A party who intends to seek arbitration must first send to the other, by certified mail, a completed form Notice of Dispute (""Notice""). You may download a form Notice here. The Notice to eBay should be sent to eBay Inc., Attn: Litigation Department, Re: Notice of Dispute, 583 W. eBay Way, Draper, UT 84020. eBay will send any Notice to you to the physical address we have on file associated with your eBay account; it is your responsibility to keep your physical address up to date. All information called for in the Notice must be provided, including a description of the nature and basis of the claims the party is asserting and the relief sought.",unc
"If you and eBay are unable to resolve the claims described in the Notice within 30 days after the Notice is sent, you or eBay may initiate arbitration proceedings. A form for initiating arbitration proceedings is available on the AAA's site at www.adr.org. In addition to filing this form with the AAA in accordance with its rules and procedures, the party initiating the arbitration must mail a copy of the completed form to the opposing party. You may send a copy to eBay at the following address: eBay, Inc. c/o CT Corporation System, 1108 E South Union Ave., Midvale, UT 84047. In the event eBay initiates an arbitration against you, it will send a copy of the completed form to the physical address we have on file associated with your eBay account. Any settlement offer made by you or eBay shall not be disclosed to the arbitrator.",unc
"The arbitration hearing shall be held in the county in which you reside or at another mutually agreed location. If the value of the relief sought is $10,000 or less, you or eBay may elect to have the arbitration conducted by telephone or based solely on written submissions, which election shall be binding on you and eBay subject to the arbitrator's discretion to require an in-person hearing, if the circumstances warrant. In cases where an in-person hearing is held, you and/or eBay may attend by telephone, unless the arbitrator requires otherwise.",unc
"Payment of all filing, administration and arbitrator fees will be governed by the AAA's rules, unless otherwise stated in this Agreement to Arbitrate. If the value of the relief sought is $10,000 or less, at your request, eBay will pay all filing, administration, and arbitrator fees associated with the arbitration. Any request for payment of fees by eBay should be submitted by mail to the AAA along with your Demand for Arbitration and eBay will make arrangements to pay all necessary fees directly to the AAA. If (a) you willfully fail to comply with the Notice of Dispute requirement discussed above, or (b) in the event the arbitrator determines the claim(s) you assert in the arbitration to be frivolous, you agree to reimburse eBay for all fees associated with the arbitration paid by eBay on your behalf that you otherwise would be obligated to pay under the AAA's rules.",unc
"With the exception of any of the provisions in Section 1 of this Agreement to Arbitrate (""Prohibition of Class and Representative Actions and Non-Individualized Relief""), if an arbitrator or court decides that any part of this Agreement to Arbitrate is invalid or unenforceable, the other parts of this Agreement to Arbitrate shall still apply.",unc
"IF YOU ARE A NEW EBAY USER, YOU CAN CHOOSE TO REJECT THIS AGREEMENT TO ARBITRATE (""OPT-OUT"") BY MAILING US A WRITTEN OPT-OUT NOTICE (""OPT-OUT NOTICE""). THE OPT-OUT NOTICE MUST BE POSTMARKED NO LATER THAN 30 DAYS AFTER THE DATE YOU ACCEPT THE USER AGREEMENT FOR THE FIRST TIME. YOU MUST MAIL THE OPT-OUT NOTICE TO EBAY INC., ATTN: LITIGATION DEPARTMENT, RE: OPT-OUT NOTICE, 583 WEST EBAY WAY, DRAPER, UT 84020.",unc
"For your convenience, we are providing an Opt-Out Notice form you must complete and mail to opt out of the Agreement to Arbitrate. You must complete the Opt-Out Notice form by providing the information called for in the form, including your name, address (including street address, city, state and zip code), and the user ID(s) and email address(es) associated with the eBay account(s) to which the opt-out applies. You must sign the Opt-Out Notice for it to be effective. This procedure is the only way you can opt out of the Agreement to Arbitrate. If you opt out of the Agreement to Arbitrate, all other parts of the Agreement and its Legal Disputes Section will continue to apply to you. Opting out of this Agreement to Arbitrate has no effect on any previous, other, or future arbitration agreements that you may have with us.",unc
"Notwithstanding any provision in the User Agreement to the contrary, you and we agree that if we make any amendment to this Agreement to Arbitrate (other than an amendment to any notice address or site link provided herein) in the future, that amendment shall not apply to any claim that was filed in a legal proceeding against eBay prior to the effective date of the amendment. The amendment shall apply to all other disputes or claims governed by the Agreement to Arbitrate that have arisen or may arise between you and eBay. We will notify you of amendments to this Agreement to Arbitrate by posting the amended terms on www.eBay.com at least 30 days before the effective date of the amendments and by providing notice through the eBay Message Center and/or by email. If you do not agree to these amended terms, you may close your account within the 30-day period and you will not be bound by the amended terms.",unc
"Unless you and we agree otherwise, in the event that the Agreement to Arbitrate above is found not to apply to you or to a particular claim or dispute, either as a result of your decision to opt out of the Agreement to Arbitrate or as a result of a decision by the arbitrator or a court order, you agree that any claim or dispute that has arisen or may arise between you and eBay must be resolved exclusively by a state or federal court located in Salt Lake County, Utah.",j3
"You and eBay agree to submit to the personal jurisdiction of the courts located within Salt Lake County, Utah for the purpose of litigating all such claims or disputes.",j3
"Except as otherwise provided in this Agreement, if any provision of this User Agreement is held to be invalid, void or for any reason unenforceable, such provision shall be struck out and shall not affect the validity and enforceability of the remaining provisions. In our sole discretion, we may assign this User Agreement, and in such event, we will post notice on www.ebay.com.",unc
Headings are for reference purposes only and do not limit the scope or extent of such Section. Our failure to act with respect to a breach by you or others does not waive our right to act with respect to subsequent or similar breaches. We do not guarantee we will take action against all breaches of this User Agreement.,unc
"We may amend this User Agreement at any time by posting the amended terms on www.eBay.com. Our right to amend the User Agreement includes the right to modify, add to, or remove terms in the User Agreement.",ch2
The policies posted on our sites may be changed from time to time.,ch2
"If you create or use an account on behalf of a business entity, you represent that you are authorized to act on behalf of such business and bind the business to this User Agreement. Such account is owned and controlled by the business entity. No agency, partnership, joint venture, employee-employer or franchiser-franchisee relationship is intended or created by this User Agreement.",unc
"The User Agreement, the User Privacy Notice, and all polices posted through our Services set forth the entire understanding and agreement between you and eBay, and supersede all prior understandings and agreements of the parties.",unc
"If you are a California resident, in accordance with Cal. Civ. Code §1789.3, you may report complaints to the Complaint Assistance Unit of the Division of Consumer Services of the California Department of Consumer Affairs by contacting them in writing at 400 R Street, Sacramento, CA 95814, or by telephone at (800) 952-5210.",unc
"Pursuant to 815 ILCS 414/1.5(c), for transactions involving tickets to events in Illinois, buyers and sellers may elect to submit complaints against one another to the American Arbitration Association (""AAA"") under its rules and procedures. The AAA's rules are available at www.adr.org.  Such complaints shall be decided by an independent arbitrator in accordance with this User Agreement.  ",unc
"These Terms and Conditions of Use (“Terms”) govern your access to and use of our Services. Please read the Terms carefully before using our Services, as they are a legally binding contract between you and Under Armour. Note that we have included several summaries at the top of each section – these summaries are not a part of the contract itself, but are intended to emphasize key sections and help you follow the text.",unc
"Your access and use of the Services (regardless of whether you create an account with us), constitutes your agreement to these Terms and our Privacy Policy, which is incorporated into the Terms.",use2
Please feel free to contact us through our Support Team if you have any questions or suggestions.,unc
"You may need to create an Under Armour account to access the Services, and it's important that the information associated with your account is accurate and up-to-date (particularly your email address – if you ever forget your password, a working email address is often the only way for us to verify your identity and help you log back in).",unc
You may need to register for an Under Armour account in order to access or use certain Services. Your account may automatically provide you access and means to use new Services that we create.,unc
"If you create an account, you are responsible for maintaining the confidentiality of any and all actions that take place while using your account, and you must notify our Support Team right away of any actual or suspected loss, theft, or unauthorized use of your account or account password. We are not responsible for any loss that results from unauthorized use of your username and password, with or without your knowledge.",unc
"If you forget your password and have an existing Under Armour account, click on the “Sign In” or “Log In” link at the top of the page. You will be taken to the Sign In page, where you can select “Forgot Password” to create a new password.",unc
"The Services change frequently, and their form and functionality may change without prior notice to you.",ch2
We may also impose limits on certain Services or restrict your access to part or all of the Services without notice or liability.,ch2
We may also impose limits on certain Services or restrict your access to part or all of the Services without notice or liability.,ltd2
"We may also deactivate, terminate or suspend your account at any time: (1) if we, in our sole discretion, determine that you are or have been in violation of these Terms or the spirit thereof (as highlighted in our Community Guidelines), (2) if we, in our sole discretion, determine that you have created risk or possible legal exposure for Under Armour or any other Athlete, (3) in response to requests by law enforcement or other government agencies, (4) upon discontinuance or material modification of any Services, or (5) due to unexpected technical issues or problems.",ter3
"We reserve the right, but have no obligation, to monitor any accounts and/or activities conducted through or in any way related to the Services (including inviting a fellow athlete into a network of friends), as well as any athlete’s use of or access to Location Data (as that term is defined in our Privacy Policy), Personal Data, and profiles of other athletes.",unc
Please let us know right away if you believe your account has been hacked or compromised.,unc
"We care about the security of our athletes. While we work hard to protect the security of your Personal Data, User-Generated Content, and account, we cannot guarantee that unauthorized third parties will not be able to defeat our security measures. Please notify our Support Team immediately of any actual or suspected breach or unauthorized access or use of your account.",unc
"After signing up for an account, you may receive periodic email communications regarding the operations of our Services. You cannot opt out of receiving these communications while you continue to use our Services.",unc
"You may also receive periodic promotions and other offers or materials that we believe might be of interest to you. You can opt out of receiving these promotional messages at any time by following the unsubscribe instructions contained in the message footer, or changing the email preferences in your account.",unc
"By finding and connecting with your friends and other athletes in our community, you may receive electronic communications, including messages from them (depending on your preferences, you may receive notification of these messages via email, in the website/application, and/or as a push notification). You can manage the messages you receive from other athletes in our Services by changing the preferences in your account.",unc
"We take the collection, use and security of the Personal Data that our athletes provide to us very seriously. By using the Services you consent to the collection, use, and sharing of such Personal Data (as set forth in the Privacy Policy, including the transfer of this Personal Data to the United States and/or other countries for storage, processing, and use by Under Armour.",unc
"We hope you enjoy using our Services and encourage you to share your enthusiasm for them with your friends. If you elect to use the features in our Services to tell a friend about the Services, we will ask you to provide your friend’s email address or social media profile, which we may then use to contact your friend about the Services. We may store the information you provide for a period of time, but we will not post this information publicly. You represent that you are authorized to provide any third-party contact information that you provide to us for referrals.",unc
"Content is the stuff that shows up on your display when you use our Services. User-Generated Content is any Content that is created by you or other athletes, and UA Content is all other Content.",unc
"For purposes of these Terms, (i) the term “Content” means any creative expression and includes, without limitation, video, audio, photographs, images, illustrations, animations, logos, tools, text, ideas, communications, replies, “likes,” comments, information, data, software, scripts, executable files, graphics, maps, routes, geo-data, workouts and workout data, training plans, sleep activity, annotations, nutrition information, recipes, interactive features, designs, copyrights, trademarks, patents, sounds, applications and any intellectual property therein, any of which may be generated, provided, or otherwise made accessible on or through the Services; (ii) the term “User-Generated Content” means any Content that an athlete (that includes you!) submits, transfers, or otherwise provides to or through the use of the Services. Content includes, without limitation, all User-Generated Content; and (iii) the term “UA Content” means all Content that is not User-Generated Content.",unc
"You own the Content that you create, and we own the Content that we create. Please don’t post other people’s work without permission.",unc
"You acknowledge and agree that the Services, any necessary software used in connection with the Services (if any), and the UA Content contain proprietary and confidential information that is protected by applicable intellectual property and other laws. We grant you a limited, revocable, personal, non-transferable, and non-exclusive right and license to access and use the Services and UA Content, provided that you do not (and do not allow any third party to) copy, modify, create a derivative work from, reverse engineer, sell, assign, sublicense, grant a security interest in, or otherwise transfer any right in the UA Content or Services to anyone else. This license is subject to the Terms, including our Community Guidelines and the following:",unc
"Commercial Usage of the Services. The Services, with the exception of certain products and services provided though the Under Armour-branded websites and certain widgets that we make available as tools for website owners (collectively, the “Commercial Tools”), are intended only for your personal, non-commercial use. You may not use the Services (other than certain Commercial Tools) to sell a product or service, increase traffic to your own website or a third-party website for commercial reasons, such as advertising sales, or otherwise undertake any endeavor aimed at deriving revenue. For example, you may not take the results from a search of the Services and reformat and display them, or mirror our home pages or results pages on your website. Moreover, you may not “meta-search” our Services. If you seek to make commercial use of the Services other than through the Commercial Tools, you must enter into an agreement with us to do so in advance. To learn more about the Commercial Tools, please visit https://developer.underarmour.com/. ",unc
"Linking to the Services. If you would like to link to our Services on your website or application, please follow these rules: (i) any link to the Services must be a text only link clearly marked “Under Armour” (without the use of any other trademark, logo copyright or any other intellectual property asset owned or controlled by Under Armour) or in some other format directed by Under Armour, (ii) the appearance, position and other aspects of the link may not damage or dilute the goodwill associated with our marks, (iii) the link must “point” to the root domain name of the Services and not to other pages within the Services, (iv) the appearance, position and other attributes of the link may not create the false appearance that your organization or entity is sponsored by, affiliated with, or associated with Under Armour, (v) when selected, the link must display the Service on full-screen and not within a “frame” on the linking website or service, and (vi) Under Armour reserves the right to revoke its consent to the link at any time and in its sole discretion, and upon our notification to you of such revocation of consent, you agree to promptly remove the relevant link from your website or application.",unc
"Confusion or Impersonation. Do not impersonate any person or entity, and/or falsely claim an affiliation with any person or entity.",unc
Automated Querying. Do not send automated queries of any sort to the systems and networks we use to provide the Services without our express written permission. “Sending automated queries” includes but is not limited to:,unc
“meta-searching” the Services and the systems and networks we use to provide the Services; and,unc
"Unlawful Uses. You may only use the UA Content and Services for legally permitted purposes. You may not use the Services or any UA Content or other information displayed on or made available by the Services to stalk, harass, abuse, defame, threaten, or defraud others.",unc
"When you provide User-Generated Content to Under Armour through the Services, you grant Under Armour and our athletes a non-exclusive, irrevocable, royalty-free, freely transferable, sublicensable, worldwide right and license to use, host, store, cache, reproduce, publish, display (publicly or otherwise), perform (publicly or otherwise), distribute, transmit, modify, adapt (including, without limitation, in order to conform it to the requirements of any networks, devices, services, or media through which the Services are available), commercialize, create derivative works of, and otherwise exploit such User-Generated Content in connection with any and all Services. You acknowledge and agree that: (a) we have the right to arrange the posting of User-Generated Content in any way we desire; (b) Under Armour has no obligation to provide you with any credit when using your User-Generated Content, but if Under Armour chooses to provide you with credit, the size and placement of the credit is at our sole discretion; and (c) you are not entitled to any compensation or other payment from us in connection with the use of your User-Generated Content.",unc
"The rights you grant in this license are for the limited purposes of allowing Under Armour to operate the Services in accordance with their functionality, improve the Services, develop new Services, and to allow other community members to use the Services in accordance with their intended function. Notwithstanding the above, we will not make use of any of your User-Generated Content in a manner that is inconsistent with the privacy settings you establish within our Services. For information on managing your privacy settings for the Services, see the Under Armour Privacy Policy.",unc
"We reserve the right to monitor, remove or modify User-Generated Content for any reason and at any time, including User-Generated Content that we believe violates these Terms, the Community Guidelines, and/or our policies.",cr2
"Following termination of your account, or if you remove any User-Generated Content from the Services, we may retain your User-Generated Content for a commercially reasonable period of time for backup, archival, or audit purposes, or as otherwise required or permitted by law. Furthermore, Under Armour and its athletes may retain and continue to use, store, display, reproduce, share, modify, create derivative works, perform, and distribute any of your User-Generated Content that otherwise has been stored or shared through Under Armour. Accordingly, note that the above license to your User-Generated Content continues even if you stop using the Services. When you post something publicly, others may choose to comment on it, making your Content part of a social conversation. For more information, please review our Privacy Policy.",unc
(f) User-Generated Content and Eligibility to Participate in Certain Sports Organizations,unc
Things that happen online may have consequences in the real world.,unc
"Certain sports organizations have rules on amateurism and eligibility that could potentially be implicated if you post User-Generated Content within the Services, even User-Generated Content that you believe is noncommercial in nature. It is your responsibility to determine whether posting User-Generated Content within the Services will affect your eligibility to participate in any sport under any applicable rules of any sports organization.",unc
"We value hearing from our athletes, and are always interested in learning about ways we can make Under Armour awesome. If you choose to submit comments, ideas or feedback, you should submit the idea through our Idea Submission website at https://uaideas.force.com/, and you agree that we are free to use the ideas you submit without any restriction or compensation to you. By accepting your submission, Under Armour does not waive any rights to use similar or related feedback previously known to Under Armour, developed by our employees, or obtained from sources other than you. You certify and represent that the information or feedback you submit to us through the Services is not confidential or proprietary information.",unc
"We love your support and imitation is flattering, but please respect our trademarks and brands.",unc
"Under Armour owns or licenses all Under Armour trademarks, service marks, branding, logos, and other similar assets (the “UA Trademarks”). Being an Under Armour athlete is a badge of honor, and we encourage you to proudly wear our gear and display the UA Trademarks for personal use. However, please do not copy, imitate, modify, display or otherwise use the UA Trademarks (in whole or in part) for purposes other than personal use or in connection with any web or mobile product or service that is not authorized by Under Armour, without our prior written approval.",unc
"We may, but do not always, monitor our community features, and ultimately you are responsible for your interactions with other athletes. So please use good judgment and play fair.",unc
"You are solely responsible for your interactions with other athletes, whether online or in person, including but not limited to comments, challenges, and friendly competition. We assume no responsibility or liability for any loss or damage resulting from any interaction with other athletes who employ the Services, individuals you meet through the Services, or individuals who find you because of Content posted on, by or through the Services. You agree to take reasonable precautions in all interactions with any athletes or individuals you interact with in connection with the Services. You are solely responsible for your involvement with any athletes or individuals you interact with in connection with the Services. Under Armour is under no obligation to become involved in any disputes between its athletes, but may do so at its own discretion.",unc
"Our Services are designed as a safe and supportive environment to help you reach your fitness and wellness goals. Athletes cannot use our services to post pornographic material, harass people, send spam, violate intellectual property rights, or do other inappropriate stuff. Be reasonable and act responsibly.",unc
"Our Services are intended to be a safe and supportive community for all athletes. To help everyone feel safe and to maintain that positive environment, we require everyone to agree to, and follow, these rules (the “Community Guidelines”) when posting User-Generated Content and using the Services. By using the Services you agree that your User-Generated Content and use of the Interactive Areas will not violate the Community Guidelines. ",unc
"No Discriminatory or Abusive Content, or Personal Attacks or Insults.",unc
"Stay positive – don’t spread hate messages, and don’t post Content that is threatening, hurtful, harassing, embarrassing, or annoying to other members of the community.",unc
"No derogatory references to sex, gender, age, weight, body type, disability, ethnicity, religion, or sexual orientation, or endorsement of violence against any person or group, even if couched in humor, will be permitted. This includes expressing stereotypes about any group or community.",unc
"You can respectfully disagree with a message, post or topic, but please do not attack other athletes by mocking or insulting them. If you are attacked by another athlete, and you reciprocate, you may also be subject to the same consequences.",unc
"No Promotion of Unsafe Weight-Loss Techniques or Eating Disorders. One of our goals is to provide athletes with the tools to achieve their weight management goals at a steady, sustainable rate. Use of the Services to promote, glamorize, or achieve dangerously low levels of eating is not permitted. Accordingly, please do not contribute the following types of Content, which may be removed without warning:",unc
"No Explicit Content. Don’t post Content that is defamatory, obscene, pornographic, offensive, hateful, inflammatory, or promoting sexually explicit material.",unc
"No Illegal Content. Don’t advocate, promote, or assist any fraudulent or illegal act (e.g., violence, impersonation and computer misuse).",unc
"No Soliciting Personal Data. Please don’t post or solicit Personal Data regarding or from any third party, including photographs, telephone numbers, street addresses, last names, email addresses and passwords in the Interactive Areas.",unc
"No Public Posting of Private Conversations. Don’t publicly post an email or private message from any other athlete, moderator or administrator.",unc
"No Deceptive or Fraudulent Links. Don't post deceptive or fraudulent links. This includes giving links misleading descriptions, putting the wrong “source” field in a post, setting misleading click-through links on images, or embedding links to interstitial or pop-up ads.",unc
"No Impersonating Under Armour or Others. Don’t post Content that is likely to deceive any person or be used to impersonate any person, or to misrepresent your identity or affiliation with any person, including with Under Armour. Creating an account for the purposes of deceiving other athletes or to work around a Services suspension is not permitted and will be grounds for a permanent ban from the Services.",unc
"Other. Don’t post Content that contains anything that, in Under Armour’s sole determination, is objectionable or inhibits any other person from using or enjoying the Services, or that may expose Under Armour or our athletes to any harm or liability of any kind.",unc
"If we determine that you are violating the Community Guidelines or otherwise have breached the Terms, we may take actions to address the issue, including, but not limited to, terminating your right to use the Services, removing your User-Generated Content, taking legal action against you (in which case you agree that we may recover reasonable costs and attorneys’ fees) or disclosing information to law enforcement authorities.",ter2
"If we determine that you are violating the Community Guidelines or otherwise have breached the Terms, we may take actions to address the issue, including, but not limited to, terminating your right to use the Services, removing your User-Generated Content, taking legal action against you (in which case you agree that we may recover reasonable costs and attorneys’ fees) or disclosing information to law enforcement authorities.",cr2
"It’s a big bad Internet out there, and people post inappropriate stuff on user-generated content sites all the time. We do our best to keep the community safe and secure (athletes respecting the Community Guidelines helps), but you still might run into bad stuff before we have a chance to take it down. If you spot any objectionable Content, please let us know.",unc
"You may be exposed to User-Generated Content from a variety of sources, and that we are not responsible for the accuracy, usefulness, safety, or intellectual property rights of or relating to such User-Generated Content.",unc
"You may be exposed to User-Generated Content shared by other athletes that is offensive, indecent, or otherwise objectionable.",unc
We cannot be held responsible for any injury or harm to you resulting from objectionable User-Generated Content or another athlete’s failure to comply with our Community Guidelines.,unc
"We respect copyright laws. If anything is wrong, please send an email with all the details to copyright@ua.com.",unc
"If you believe that User-Generated Content or UA Content infringes copyright under U.S. or other national law, please notify our Copyright Agent immediately using the contact information provided herein. It is our policy to investigate any allegations of copyright infringement brought to our attention. Please provide us with the following information in your notice of a suspected copyright violation:",unc
"Identification of the material that is claimed to be infringing, including its location, with sufficient detail so that we are capable of finding it and verifying its existence.",unc
"Contact information for the notifying party (the “Notifying Party”), including name, address, telephone number, and email address.",unc
A statement made under penalty of perjury that the information provided in the notice is accurate and that the Notifying Party is authorized to make the complaint on behalf of the copyright owner.,unc
A physical or electronic signature of a person authorized to act on behalf of the owner of the copyright that has been allegedly infringed.,unc
"Our Services may link to, interact with or be available on third-party services or products such as social media providers and third-party devices. If you access such third-party services or products, be aware that different terms and privacy policies may apply to your usage of such services.",unc
"You may enable or log in to the Services via various online third-party services, such as social media and social networking services like Facebook or Twitter (“Social Networking Services”). Logging in or directly integrating these Social Networking Services into the Services may make your online and mobile experiences richer and more personalized. To take advantage of these features and capabilities, we may ask you to authenticate, register for, or log into Social Networking Services on the websites of their respective providers. As part of this integration, the Social Networking Services will provide us with access to certain information that you have provided to them, and we will use, store, and disclose such information in accordance with our Privacy Policy. Please remember that the way Social Networking Services use, store, and disclose your information is governed solely by the policies of those third parties that operate those Social Networking Services, and we have no liability or responsibility for the privacy practices or other actions of any third-party website or service that may be enabled within the Services. In addition, we are not responsible for the accuracy, availability, or reliability of any information, content, goods, data, opinions, advice, or statements made available in connection with Social Networking Services. ",unc
"You may be able to access certain third-party links, applications or content (“Third-Party Applications”) via accounts related to our Services. If you choose to access these Third-Party Applications, you may be requested to log-in and sync your accounts with such applications. You are in no way obligated to use any Third-Party Applications, and your access and use of such applications is entirely at your own risk. If you opt to use Third-Party Applications via your account with us, they may gain access to certain information that you have provided to us, including Personal Data, and they will use, store, and disclose such information in accordance with their individual privacy policies and terms and conditions. We have no liability or responsibility for the privacy and information security practices or other actions of any Third-Party Applications that you choose to access through your accounts with us. In addition, we are not responsible for the accuracy, availability, or reliability of any information, content, goods, data, opinions, advice, or statements made available by any Third-Party Applications. As such, we are not liable for any damage or loss caused or alleged to be caused by or in connection with the use of or reliance on any such Third-Party Applications.",unc
"Our Services may be accessed on third-party devices or other products (“Third Party Products”), and your ability to use certain features of the Services may require you to purchase Third-Party Products (e.g., fitness trackers). While we may recommend, promote, or market the products of certain partners, we have no responsibility for your acquisition or use of any Third-Party Products, and we do not guarantee that Third-Party Products will function with the Services or will be error-free. We hereby disclaim liability for all Third-Party Products, including any Third-Party Products offered by our partners.",unc
"To use or access our applications, you will need a compatible device. We also cannot guarantee that the applications will be compatible with, or available on, your device. We do not charge for use of some basic applications; however, you may need to pay some fees to use certain premium applications or features. Further, your phone company’s normal messaging, data, and other rates and fees will still apply.",unc
"By downloading or using our applications, you expressly agree that we may communicate with you regarding transactions you have initiated on the Services or respond to your communications to us through the Services by SMS, MMS, text message, or other electronic means directed to your device and that certain information about your usage of the applications may be communicated to us.",unc
"If you download our applications from a third-party app store (the “App Provider”), you acknowledge and agree that:",unc
"The Terms are an agreement between us, and not with the App Provider. As between Under Armour and the App Provider, Under Armour is solely responsible for the applications;",unc
"In the event of any failure of the applications to conform to any applicable warranty, (i) you may notify the App Provider and the App Provider may refund the purchase price for the applications to you (if applicable), (ii) to the maximum extent permitted by applicable law, the App Provider will have no other warranty obligation whatsoever with respect to the applications, and (iii) any other claims, losses, liabilities, damages, costs or expenses attributable to any failure to conform to any warranty will be, as between Under Armour and the App Provider, Under Armour’s responsibility;",unc
The App Provider is not responsible for addressing any claims you have relating to the applications or your possession and use of the applications;,unc
"If a third party claims that an application infringes another party’s intellectual property rights, as between the App Provider and Under Armour, Under Armour will be responsible for the investigation, defense, settlement and discharge of any such intellectual property infringement claim to the extent required by these Terms;",unc
You must also comply with all applicable third-party terms of service when using the applications.,unc
"We offer certain premium versions of the Services (e.g., MVP Membership, MyFitnessPal and Endomondo Premium) (the “Premium Services”) for a fee. By signing up for and using any of the Premium Services, you agree to our Terms, and any additional terms and conditions that are provided here. You also agree to waive your 14-day right of withdrawal to the maximum extent permitted by applicable law, so that you are able to immediately access all of the Premium Services.",unc
